"Failure";"id";"sensor";"maquinas"
"yes";4;"Sensor_5";24.343164581839275
"yes";4;"Sensor_6";16.18253963685718
"yes";4;"Sensor_7";4.87586830648022
"yes";4;"Sensor_8";2.390342902617033
"yes";4;"Sensor_9";2.4779056510992006
"yes";4;"Sensor_10";2.1804943488323754
"yes";4;"Sensor_11";1.4077971248573944
"yes";4;"Sensor_12";1.6288404535982104
"yes";4;"Sensor_13";1.0370904729816397
"yes";4;"Sensor_14";0.8455548273339493
"yes";4;"Sensor_15";0.4494484153438746
"yes";4;"Sensor_16";0.8333297954100322
"yes";4;"Sensor_17";0.6675098289130879
"yes";4;"Sensor_18";1.4537121734594811
"yes";4;"Sensor_19";1.1616106671040662
"yes";4;"Sensor_20";1.3711680446116836
"yes";4;"Sensor_21";1.0944304361698436
"yes";4;"Sensor_22";0.7635021262508237
"yes";4;"Sensor_23";0.42720917624327676
"yes";4;"Sensor_24";0.1881823806543224
"yes";4;"Sensor_25";0.09569525491425368
"yes";5;"Sensor_1";4.888669743751669
"yes";5;"Sensor_2";14.414701269212959
"yes";5;"Sensor_3";23.903175338240644
"yes";5;"Sensor_4";12.985240899192656
"yes";5;"Sensor_5";5.8652247327874685
"yes";5;"Sensor_6";3.7795875910775116
"yes";5;"Sensor_7";2.5880586205920846
"yes";5;"Sensor_8";1.7232758808739719
"yes";5;"Sensor_9";1.4000490093881168
"yes";5;"Sensor_10";1.1344287170161038
"yes";5;"Sensor_11";1.3137375084583696
"yes";5;"Sensor_12";1.4033274952968064
"yes";5;"Sensor_13";0.6710798000337705
"yes";5;"Sensor_14";0.5423631675367548
"yes";5;"Sensor_15";1.627629425789952
"yes";5;"Sensor_16";0.2791969924575305
"yes";5;"Sensor_17";0.13091977280156117
"yes";5;"Sensor_18";0.6626429813285016
"yes";5;"Sensor_19";1.1339829388483198
"yes";5;"Sensor_20";0.9440602282399218
"yes";5;"Sensor_21";1.7561958444855703
"yes";5;"Sensor_22";2.1996217423958644
"yes";5;"Sensor_23";2.9841376164599387
"yes";5;"Sensor_24";3.0173372897254054
"yes";5;"Sensor_25";3.1099155748102274
"no";6;"Sensor_1";0.7843490618720592
"no";6;"Sensor_2";5.498034294815295
"no";6;"Sensor_3";15.231959519323167
"no";6;"Sensor_4";23.4771058158718
"no";6;"Sensor_5";12.106754546960872
"no";6;"Sensor_6";4.825376902322652
"no";6;"Sensor_7";4.077474791147836
"no";6;"Sensor_8";2.14580112343064
"no";6;"Sensor_9";2.06875780094215
"no";6;"Sensor_10";2.325762941986548
"no";6;"Sensor_11";1.90180428941807
"no";6;"Sensor_12";1.6423229945713227
"no";6;"Sensor_13";1.3938557761674055
"no";6;"Sensor_14";1.1055425197838145
"no";6;"Sensor_15";0.21046766872764774
"no";6;"Sensor_16";2.265739534656639
"no";6;"Sensor_17";2.2156915742741825
"no";6;"Sensor_18";2.453463340068684
"no";6;"Sensor_19";1.8182543144075904
"no";6;"Sensor_20";2.0815822820081946
"no";6;"Sensor_21";2.06543187471575
"no";6;"Sensor_22";2.4988435887511624
"no";6;"Sensor_23";2.80089170169956
"no";6;"Sensor_24";2.930788663973022
"no";6;"Sensor_25";3.006508654933442
"no";7;"Sensor_1";6.214126466435472
"no";7;"Sensor_2";26.377234696238002
"no";7;"Sensor_3";13.062990211667696
"no";7;"Sensor_4";6.3124586064251975
"no";7;"Sensor_5";4.130289256663376
"no";7;"Sensor_6";2.9365475028612065
"no";7;"Sensor_7";2.285861097697932
"no";7;"Sensor_8";1.9526998379776639
"no";7;"Sensor_9";1.7232805945788896
"no";7;"Sensor_10";1.5393846488496234
"no";7;"Sensor_11";1.379403031659669
"no";7;"Sensor_12";1.2422691952244416
"no";7;"Sensor_13";0.9661292131284707
"no";7;"Sensor_14";0.7788746950473072
"no";7;"Sensor_15";2.793568995183593
"no";7;"Sensor_16";0.9196373330989908
"no";7;"Sensor_17";0.9409971443976239
"no";7;"Sensor_18";0.9492690301879062
"no";7;"Sensor_19";0.9230272765302208
"no";7;"Sensor_20";0.888168227832835
"no";7;"Sensor_21";0.8049800615294297
"no";7;"Sensor_22";0.7171558258545905
"no";7;"Sensor_23";0.169344465361127
"no";7;"Sensor_24";0.126786017383364
"no";7;"Sensor_25";0.09724385985382437
"yes";8;"Sensor_1";2.589951152158311
"yes";8;"Sensor_2";16.258422858862872
"yes";8;"Sensor_3";18.280594753383074
"yes";8;"Sensor_4";3.5239816232234964
"yes";8;"Sensor_5";7.292669185241405
"yes";8;"Sensor_6";9.880817904817636
"yes";8;"Sensor_7";11.749996590910309
"yes";8;"Sensor_8";8.677733381689364
"yes";8;"Sensor_9";3.8138010369998847
"yes";8;"Sensor_10";2.670995973919969
"yes";8;"Sensor_11";2.4169612746949865
"yes";8;"Sensor_12";1.2329530304883767
"yes";8;"Sensor_13";0.7162518097873675
"yes";8;"Sensor_14";0.9127963659083866
"yes";8;"Sensor_15";2.4520870240810932
"yes";8;"Sensor_16";2.2549010221317114
"yes";8;"Sensor_17";0.5697441274745834
"yes";8;"Sensor_18";0.7181228756088243
"yes";8;"Sensor_19";1.5321361669358513
"yes";8;"Sensor_20";1.5353953813178256
"yes";8;"Sensor_21";1.5278715022515488
"yes";8;"Sensor_22";2.689624635229276
"yes";8;"Sensor_23";2.5921924266243224
"yes";8;"Sensor_24";3.0278590939154526
"yes";8;"Sensor_25";2.554888974829472
"no";9;"Sensor_1";10.394972637322658
"no";9;"Sensor_2";24.49354872707567
"no";9;"Sensor_3";15.681894696050763
"no";9;"Sensor_4";3.4506053718633702
"no";9;"Sensor_5";3.702161642822386
"no";9;"Sensor_6";2.3869951071759496
"no";9;"Sensor_7";1.940780614855462
"no";9;"Sensor_8";1.6041649399642717
"no";9;"Sensor_9";1.6349879184386937
"no";9;"Sensor_10";1.220406216362105
"no";9;"Sensor_11";1.1614116200625157
"no";9;"Sensor_12";1.1198392215205066
"no";9;"Sensor_13";0.8786393563752647
"no";9;"Sensor_14";0.7036530697709259
"no";9;"Sensor_15";2.8753135391134657
"no";9;"Sensor_16";0.7825937215021818
"no";9;"Sensor_17";0.8505225231843238
"no";9;"Sensor_18";0.9155088544992344
"no";9;"Sensor_19";0.8755412338973002
"no";9;"Sensor_20";0.76641065944233
"no";9;"Sensor_21";0.7597640937488598
"no";9;"Sensor_22";0.7330200264898664
"no";9;"Sensor_23";0.20305312344204898
"no";9;"Sensor_24";0.030678633835219734
"no";9;"Sensor_25";0.19500768407353666
"yes";10;"Sensor_1";0.34813390632852165
"yes";10;"Sensor_2";1.8001253785493043
"yes";10;"Sensor_3";6.921621973269006
"yes";10;"Sensor_4";30.658210333026897
"yes";10;"Sensor_5";6.965305144176073
"yes";10;"Sensor_6";2.001080826432264
"yes";10;"Sensor_7";1.4784993350070195
"yes";10;"Sensor_8";1.32248639228718
"yes";10;"Sensor_9";0.6815055351925027
"yes";10;"Sensor_10";0.2748462481339355
"yes";10;"Sensor_11";0.4433020050950162
"yes";10;"Sensor_12";0.5981045081041956
"yes";10;"Sensor_13";0.23527167946680322
"yes";10;"Sensor_14";0.07179293742790867
"yes";10;"Sensor_15";1.7097726748229392
"yes";10;"Sensor_16";2.5285508540165766
"yes";10;"Sensor_17";3.08202716616172
"yes";10;"Sensor_18";1.094785589633185
"yes";10;"Sensor_19";2.564174630975516
"yes";10;"Sensor_20";3.1293621027243486
"yes";10;"Sensor_21";0.2931815565339123
"yes";10;"Sensor_22";2.8224658509657257
"yes";10;"Sensor_23";1.015069682182111
"yes";10;"Sensor_24";1.2003851176640168
"yes";10;"Sensor_25";1.7152457579921896
"yes";11;"Sensor_1";1.1053919870380255
"yes";11;"Sensor_2";1.2831309049894566
"yes";11;"Sensor_3";3.7741212019104373
"yes";11;"Sensor_4";7.04497714065372
"yes";11;"Sensor_5";29.732532072491214
"yes";11;"Sensor_6";6.331674162910399
"yes";11;"Sensor_7";3.841591622508483
"yes";11;"Sensor_8";2.1418552875554906
"yes";11;"Sensor_9";1.885477763251238
"yes";11;"Sensor_10";1.74554565035713
"yes";11;"Sensor_11";1.7683326855563544
"yes";11;"Sensor_12";0.9513201865843685
"yes";11;"Sensor_13";0.3061901843491
"yes";11;"Sensor_14";1.0763948817900109
"yes";11;"Sensor_15";0.7187241702387007
"yes";11;"Sensor_16";1.0424929174183697
"yes";11;"Sensor_17";1.211144686400434
"yes";11;"Sensor_18";0.9805363502394687
"yes";11;"Sensor_19";0.9533230416501719
"yes";11;"Sensor_20";1.697876931787339
"yes";11;"Sensor_21";1.3211543782230009
"yes";11;"Sensor_22";0.579605323217251
"yes";11;"Sensor_23";0.4698070800785115
"yes";11;"Sensor_24";0.08461345618506066
"yes";11;"Sensor_25";0.27539894996640907
"yes";12;"Sensor_1";1.5407356790171687
"yes";12;"Sensor_2";3.555799682012527
"yes";12;"Sensor_3";15.497302563387645
"yes";12;"Sensor_4";18.722632628690643
"yes";12;"Sensor_5";7.875189503420503
"yes";12;"Sensor_6";10.489041986015923
"yes";12;"Sensor_7";10.516257721306808
"yes";12;"Sensor_8";8.200902704902557
"yes";12;"Sensor_9";4.891964124894555
"yes";12;"Sensor_10";2.9633674031795807
"yes";12;"Sensor_11";3.60806591541448
"yes";12;"Sensor_12";3.3232933816835097
"yes";12;"Sensor_13";1.6156046784438278
"yes";12;"Sensor_14";1.013591661128895
"yes";12;"Sensor_15";0.7456370994852247
"yes";12;"Sensor_16";0.15069527710632769
"yes";12;"Sensor_17";1.1295631144099256
"yes";12;"Sensor_18";1.7429949503299553
"yes";12;"Sensor_19";2.169937177661484
"yes";12;"Sensor_20";1.8807367707771083
"yes";12;"Sensor_21";2.86275244633809
"yes";12;"Sensor_22";2.4147275280830973
"yes";12;"Sensor_23";2.7890571555393526
"yes";12;"Sensor_24";3.037905897490646
"yes";12;"Sensor_25";3.077970779866502
"no";13;"Sensor_1";1.042559166984647
"no";13;"Sensor_2";1.6065008213646603
"no";13;"Sensor_3";0.4974286404021889
"no";13;"Sensor_4";32.321724735270806
"no";13;"Sensor_5";0.6003998944384377
"no";13;"Sensor_6";1.2008344393850197
"no";13;"Sensor_7";0.693825097604021
"no";13;"Sensor_8";0.26042649343404844
"no";13;"Sensor_9";0.42800831347042506
"no";13;"Sensor_10";0.28637231009001557
"no";13;"Sensor_11";0.1584842974730586
"no";13;"Sensor_12";0.4078297982320001
"no";13;"Sensor_13";0.1194850789439895
"no";13;"Sensor_14";0.09943507480042167
"no";13;"Sensor_15";0.2040507295687103
"no";13;"Sensor_16";2.963786276781476
"no";13;"Sensor_17";1.7998659159810761
"no";13;"Sensor_18";1.6279847762427857
"no";13;"Sensor_19";1.6065813129763928
"no";13;"Sensor_20";0.6717461728044534
"no";13;"Sensor_21";1.6547279191006132
"no";13;"Sensor_22";0.8312939302869964
"no";13;"Sensor_23";0.6047923752270347
"no";13;"Sensor_24";0.4128573523214166
"no";13;"Sensor_25";0.2895724577861865
"yes";14;"Sensor_1";3.2041097506996294
"yes";14;"Sensor_2";3.9250558176378
"yes";14;"Sensor_3";4.658869113475025
"yes";14;"Sensor_4";7.155436277882688
"yes";14;"Sensor_5";27.698341519245783
"yes";14;"Sensor_6";11.165705434457974
"yes";14;"Sensor_7";4.082293420075467
"yes";14;"Sensor_8";3.3759957603522652
"yes";14;"Sensor_9";1.8974873394792864
"yes";14;"Sensor_10";1.303009429043408
"yes";14;"Sensor_11";0.9725729670503582
"yes";14;"Sensor_12";0.8405846237732745
"yes";14;"Sensor_13";0.8611016367626481
"yes";14;"Sensor_14";0.38126866371158863
"yes";14;"Sensor_15";0.15448105924627895
"yes";14;"Sensor_16";3.1162103060571553
"yes";14;"Sensor_17";3.008933037425544
"yes";14;"Sensor_18";2.6951003513249683
"yes";14;"Sensor_19";2.6904313798375137
"yes";14;"Sensor_20";2.9945738160134114
"yes";14;"Sensor_21";2.9240277491821716
"yes";14;"Sensor_22";2.559568337967489
"yes";14;"Sensor_23";3.0821295599802263
"yes";14;"Sensor_24";3.0792081919091006
"yes";14;"Sensor_25";2.5467092089360612
"no";15;"Sensor_1";1.2662930233962488
"no";15;"Sensor_2";0.9160603493250542
"no";15;"Sensor_3";0.8152944338476541
"no";15;"Sensor_4";2.0322247105105413
"no";15;"Sensor_5";7.928001804440175
"no";15;"Sensor_6";19.6912734546564
"no";15;"Sensor_7";14.465566058966596
"no";15;"Sensor_8";15.340528614111442
"no";15;"Sensor_9";9.768756748658095
"no";15;"Sensor_10";4.988074033178468
"no";15;"Sensor_11";1.950027189580265
"no";15;"Sensor_12";1.026006945031735
"no";15;"Sensor_13";0.2590382844523231
"no";15;"Sensor_14";0.08719090801558772
"no";15;"Sensor_15";2.5175779020061824
"no";15;"Sensor_16";0.2493743889623483
"no";15;"Sensor_17";1.8009207188888707
"no";15;"Sensor_18";0.32311279090411255
"no";15;"Sensor_19";0.8719877264979229
"no";15;"Sensor_20";2.0305834943425314
"no";15;"Sensor_21";1.9230704673457253
"no";15;"Sensor_22";1.865974745392739
"no";15;"Sensor_23";1.6804232628164852
"no";15;"Sensor_24";2.7350871955556775
"no";15;"Sensor_25";2.705824335888974
"yes";16;"Sensor_1";3.4084997987023384
"yes";16;"Sensor_2";4.490861762694789
"yes";16;"Sensor_3";7.250457429502123
"yes";16;"Sensor_4";29.254155202491933
"yes";16;"Sensor_5";6.956365857925277
"yes";16;"Sensor_6";4.920979214111826
"yes";16;"Sensor_7";2.096492744580808
"yes";16;"Sensor_8";0.5893186010698993
"yes";16;"Sensor_9";2.2971506922718192
"yes";16;"Sensor_10";1.707980844609838
"yes";16;"Sensor_11";1.3010367823901015
"yes";16;"Sensor_12";0.5737214149492526
"yes";16;"Sensor_13";0.5898674050648031
"yes";16;"Sensor_14";0.3997254760795931
"yes";16;"Sensor_15";2.9932983725016786
"yes";16;"Sensor_16";0.12967211090659903
"yes";16;"Sensor_17";0.3894269586766794
"yes";16;"Sensor_18";0.5935482336791321
"yes";16;"Sensor_19";0.573162154673292
"yes";16;"Sensor_20";1.1280497718547382
"yes";16;"Sensor_21";0.2296357016180163
"yes";16;"Sensor_22";1.095259924267157
"yes";16;"Sensor_23";3.008054793506806
"yes";16;"Sensor_24";1.0458092884675358
"yes";16;"Sensor_25";2.1732979733597317
"yes";17;"Sensor_1";1.9002796960091246
"yes";17;"Sensor_2";3.6257381820162373
"yes";17;"Sensor_3";2.9417404404014413
"yes";17;"Sensor_4";12.125940177336755
"yes";17;"Sensor_5";25.965379128617446
"yes";17;"Sensor_6";9.780366829973936
"yes";17;"Sensor_7";6.147749109907428
"yes";17;"Sensor_8";2.518548006698462
"yes";17;"Sensor_9";3.3607947167215455
"yes";17;"Sensor_10";1.7457236759811783
"yes";17;"Sensor_11";1.9681162736220588
"yes";17;"Sensor_12";2.563231528114726
"yes";17;"Sensor_13";1.308710381817377
"yes";17;"Sensor_14";0.5358245277284435
"yes";17;"Sensor_15";0.4533088862251463
"yes";17;"Sensor_16";0.13971922788505345
"yes";17;"Sensor_17";1.1382850537427127
"yes";17;"Sensor_18";1.5379995790952785
"yes";17;"Sensor_19";1.576521456626495
"yes";17;"Sensor_20";2.3424317041057128
"yes";17;"Sensor_21";2.574000488434456
"yes";17;"Sensor_22";2.4238953658873683
"yes";17;"Sensor_23";2.2674690153075776
"yes";17;"Sensor_24";2.9440769649662255
"yes";17;"Sensor_25";2.5832388208840316
"no";18;"Sensor_1";2.6507423509689776
"no";18;"Sensor_2";1.7993089278862793
"no";18;"Sensor_3";2.6364986363077008
"no";18;"Sensor_4";6.988690340745561
"no";18;"Sensor_5";18.9781084589086
"no";18;"Sensor_6";20.64830803864284
"no";18;"Sensor_7";7.638608802792628
"no";18;"Sensor_8";7.040890923575768
"no";18;"Sensor_9";3.846101679461257
"no";18;"Sensor_10";3.1837428361942446
"no";18;"Sensor_11";3.4254688104265356
"no";18;"Sensor_12";2.0087543494498994
"no";18;"Sensor_13";1.4107268391776269
"no";18;"Sensor_14";0.7302794990730401
"no";18;"Sensor_15";2.93164875989725
"no";18;"Sensor_16";0.12643475516017
"no";18;"Sensor_17";0.8732081762358103
"no";18;"Sensor_18";0.8935265911496412
"no";18;"Sensor_19";1.0499450005684554
"no";18;"Sensor_20";1.6688814629572406
"no";18;"Sensor_21";1.5833975069802215
"no";18;"Sensor_22";1.9153064415736736
"no";18;"Sensor_23";2.1785906587777264
"no";18;"Sensor_24";2.976014258915573
"no";18;"Sensor_25";3.0819300283594115
"yes";19;"Sensor_1";3.722587647365129
"yes";19;"Sensor_2";4.660004338191209
"yes";19;"Sensor_3";13.820630540895955
"yes";19;"Sensor_4";23.0926375168579
"yes";19;"Sensor_5";11.506398628173882
"yes";19;"Sensor_6";8.504615541968384
"yes";19;"Sensor_7";4.2621345478499135
"yes";19;"Sensor_8";3.3792168386527424
"yes";19;"Sensor_9";1.7252596117436938
"yes";19;"Sensor_10";2.083371455615823
"yes";19;"Sensor_11";2.1155664049407723
"yes";19;"Sensor_12";1.1746555400923806
"yes";19;"Sensor_13";1.2464642050069408
"yes";19;"Sensor_14";0.7556736339002024
"yes";19;"Sensor_15";0.16764607352609706
"yes";19;"Sensor_16";1.4969870976770663
"yes";19;"Sensor_17";1.9251860100288052
"yes";19;"Sensor_18";2.4280105504998786
"yes";19;"Sensor_19";2.2326445315040884
"yes";19;"Sensor_20";2.2982083196026393
"yes";19;"Sensor_21";2.835239819008901
"yes";19;"Sensor_22";2.2273753528017695
"yes";19;"Sensor_23";2.9529719000327006
"yes";19;"Sensor_24";2.8649657194142035
"yes";19;"Sensor_25";2.908656464503025
"yes";20;"Sensor_1";4.476489969031842
"yes";20;"Sensor_2";6.204102473255589
"yes";20;"Sensor_3";8.374803725902014
"yes";20;"Sensor_4";8.779088715858784
"yes";20;"Sensor_5";26.786837561831035
"yes";20;"Sensor_6";8.16588603816558
"yes";20;"Sensor_7";2.170503558359696
"yes";20;"Sensor_8";0.809879111472963
"yes";20;"Sensor_9";1.7008068442444142
"yes";20;"Sensor_10";1.18392092672774
"yes";20;"Sensor_11";0.9628695589068381
"yes";20;"Sensor_12";1.0467660660888682
"yes";20;"Sensor_13";0.1857260646903579
"yes";20;"Sensor_14";0.25865098914591245
"yes";20;"Sensor_15";0.04511514211153845
"yes";20;"Sensor_16";2.0514837703472866
"yes";20;"Sensor_17";2.7004616029823465
"yes";20;"Sensor_18";2.251864404782944
"yes";20;"Sensor_19";2.4180027852392345
"yes";20;"Sensor_20";3.025801113311662
"yes";20;"Sensor_21";2.906656997576158
"yes";20;"Sensor_22";2.281500989778656
"yes";20;"Sensor_23";1.1491008911379572
"yes";20;"Sensor_24";0.8938179790583038
"yes";20;"Sensor_25";1.6763041413845334
"yes";21;"Sensor_1";1.0476816416579608
"yes";21;"Sensor_2";1.4751874589903637
"yes";21;"Sensor_3";4.96387678613015
"yes";21;"Sensor_4";13.290104949367834
"yes";21;"Sensor_5";26.561499935262333
"yes";21;"Sensor_6";7.742583590887728
"yes";21;"Sensor_7";6.363328379375122
"yes";21;"Sensor_8";3.5925058064260416
"yes";21;"Sensor_9";3.0261872095887257
"yes";21;"Sensor_10";1.9573353389247665
"yes";21;"Sensor_11";0.5374107963407369
"yes";21;"Sensor_12";0.5840918449249485
"yes";21;"Sensor_13";0.6627215755194633
"yes";21;"Sensor_14";0.3834478122009628
"yes";21;"Sensor_15";3.1068698639266525
"yes";21;"Sensor_16";3.037826723914884
"yes";21;"Sensor_17";1.92248095550131
"yes";21;"Sensor_18";1.2907491892982512
"yes";21;"Sensor_19";0.6263429965784518
"yes";21;"Sensor_20";0.7163121496942785
"yes";21;"Sensor_21";0.04928021151636481
"yes";21;"Sensor_22";0.7573643218536351
"yes";21;"Sensor_23";2.625280508120966
"yes";21;"Sensor_24";2.631731866172796
"yes";21;"Sensor_25";0.8007704897724299
"yes";22;"Sensor_1";3.0763186202302717
"yes";22;"Sensor_2";11.00830489255025
"yes";22;"Sensor_3";28.13522193671411
"yes";22;"Sensor_4";7.576518296226563
"yes";22;"Sensor_5";4.694846609590569
"yes";22;"Sensor_6";3.6176419587935187
"yes";22;"Sensor_7";2.930429234385287
"yes";22;"Sensor_8";2.540596507258971
"yes";22;"Sensor_9";2.2779543232826414
"yes";22;"Sensor_10";2.0956138894068723
"yes";22;"Sensor_11";2.0261241569647668
"yes";22;"Sensor_12";1.8292303089478985
"yes";22;"Sensor_13";1.2763659345655385
"yes";22;"Sensor_14";0.9700440849529743
"yes";22;"Sensor_15";1.2764504768503437
"yes";22;"Sensor_16";1.8400747780829392
"yes";22;"Sensor_17";1.8545801379898215
"yes";22;"Sensor_18";1.8527033647979132
"yes";22;"Sensor_19";1.9425457650907243
"yes";22;"Sensor_20";1.986295394195691
"yes";22;"Sensor_21";2.2161651019615567
"yes";22;"Sensor_22";2.370221797281863
"yes";22;"Sensor_23";2.993211339478168
"yes";22;"Sensor_24";3.1091074583612244
"yes";22;"Sensor_25";3.0730714985503655
"no";23;"Sensor_1";0.8859864675155807
"no";23;"Sensor_2";1.060536138398112
"no";23;"Sensor_3";2.8905722755768166
"no";23;"Sensor_4";31.3435939049262
"no";23;"Sensor_5";2.9025624678865887
"no";23;"Sensor_6";0.6297743618016373
"no";23;"Sensor_7";1.1431491431056104
"no";23;"Sensor_8";1.342727124351652
"no";23;"Sensor_9";0.3582517535793813
"no";23;"Sensor_10";0.27153928141925826
"no";23;"Sensor_11";0.3174612391381502
"no";23;"Sensor_12";0.5369842037684392
"no";23;"Sensor_13";0.5164001877624279
"no";23;"Sensor_14";0.27358591036172575
"no";23;"Sensor_15";2.4140724251589987
"no";23;"Sensor_16";0.5197932403391862
"no";23;"Sensor_17";1.4173201496565635
"no";23;"Sensor_18";0.20332720738496007
"no";23;"Sensor_19";0.7769186998330297
"no";23;"Sensor_20";0.42933210826325574
"no";23;"Sensor_21";0.9001415582047131
"no";23;"Sensor_22";0.8231050702616846
"no";23;"Sensor_23";0.4589607009940892
"no";23;"Sensor_24";0.675426407138676
"no";23;"Sensor_25";0.4937534020145048
"no";24;"Sensor_1";6.893533893889863
"no";24;"Sensor_2";26.84835056677511
"no";24;"Sensor_3";11.49838445558337
"no";24;"Sensor_4";3.86749232403547
"no";24;"Sensor_5";2.8202703114728718
"no";24;"Sensor_6";2.3978153004934484
"no";24;"Sensor_7";1.9288894401648902
"no";24;"Sensor_8";1.4291729592429845
"no";24;"Sensor_9";1.5548172644522968
"no";24;"Sensor_10";1.2060206203568222
"no";24;"Sensor_11";1.1687388359228275
"no";24;"Sensor_12";1.074874309657511
"no";24;"Sensor_13";0.8777819145661059
"no";24;"Sensor_14";0.6517082835473734
"no";24;"Sensor_15";1.66667220000365
"no";24;"Sensor_16";1.9220248234935082
"no";24;"Sensor_17";2.128373320608838
"no";24;"Sensor_18";1.9677112150624132
"no";24;"Sensor_19";2.055907288491933
"no";24;"Sensor_20";2.203836185697997
"no";24;"Sensor_21";2.167562725064413
"no";24;"Sensor_22";2.4070376173308587
"no";24;"Sensor_23";3.033586815848214
"no";24;"Sensor_24";2.81789901335512
"no";24;"Sensor_25";3.042069410808621
"yes";25;"Sensor_1";0.8925306592190102
"yes";25;"Sensor_2";2.224809396038398
"yes";25;"Sensor_3";3.6890036475354413
"yes";25;"Sensor_4";11.65397388609681
"yes";25;"Sensor_5";27.38618953859416
"yes";25;"Sensor_6";7.391921409971305
"yes";25;"Sensor_7";4.450691777125862
"yes";25;"Sensor_8";3.477461280630205
"yes";25;"Sensor_9";1.8016387046413265
"yes";25;"Sensor_10";1.7126387507383196
"yes";25;"Sensor_11";1.7858700948738302
"yes";25;"Sensor_12";0.9252881770830991
"yes";25;"Sensor_13";0.38652977624244556
"yes";25;"Sensor_14";0.6209999661855591
"yes";25;"Sensor_15";2.437514753992698
"yes";25;"Sensor_16";0.8362745793545296
"yes";25;"Sensor_17";0.254653757001734
"yes";25;"Sensor_18";0.01796032972236723
"yes";25;"Sensor_19";0.37479196260989855
"yes";25;"Sensor_20";0.4858662759859096
"yes";25;"Sensor_21";0.43949527925483395
"yes";25;"Sensor_22";0.8275634750479987
"yes";25;"Sensor_23";1.6720539912169474
"yes";25;"Sensor_24";0.3368919252352097
"yes";25;"Sensor_25";1.3472880058581092
"yes";26;"Sensor_1";0.9946146603478819
"yes";26;"Sensor_2";1.0994157614930176
"yes";26;"Sensor_3";2.49663277005854
